id;age;job;education;default;day_of_week;duration;campaign;previous;cons.conf.idx;euribor3m;nr.employed;class
263;35-44;technician;high.school;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
264;35-44;admin.;basic.9y;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
265;35-44;admin.;university.degree;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
266;17-24;blue-collar;basic.6y;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
267;17-24;self-employed;university.degree;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
268;17-24;student;university.degree;unknown;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
269;45-54;management;university.degree;no;mon;between 11-20;2;0;Above -40;4.6-5.1;Above 52k;no
270;35-44;self-employed;basic.4y;unknown;mon;between 0-1;3;0;Above -40;4.6-5.1;Above 52k;no
271;45-54;unemployed;high.school;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
272;45-54;management;university.degree;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
273;45-54;housemaid;basic.9y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
274;17-24;admin.;high.school;no;mon;between 11-20;2;0;Above -40;4.6-5.1;Above 52k;no
275;45-54;housemaid;high.school;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
276;45-54;blue-collar;basic.9y;unknown;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
277;17-24;services;high.school;no;mon;between 11-20;1;0;Above -40;4.6-5.1;Above 52k;no
278;55-64;blue-collar;basic.4y;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
279;45-54;technician;basic.9y;no;mon;between 0-1;4;0;Above -40;4.6-5.1;Above 52k;no
280;45-54;retired;professional.course;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
281;45-54;blue-collar;basic.6y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
282;55-64;technician;basic.4y;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
283;45-54;admin.;basic.9y;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
284;35-44;blue-collar;basic.9y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
285;35-44;blue-collar;basic.9y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
286;35-44;blue-collar;basic.6y;no;mon;between 0-1;2;0;Above -40;4.6-5.1;Above 52k;no
287;35-44;housemaid;basic.9y;no;mon;between 11-20;3;0;Above -40;4.6-5.1;Above 52k;yes
288;35-44;admin.;high.school;no;mon;between 0-1;2;0;Above -40;4.6-5.1;Above 52k;no
289;55-64;blue-collar;unknown;unknown;mon;between 0-1;2;0;Above -40;4.6-5.1;Above 52k;no
290;35-44;services;high.school;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
291;35-44;management;university.degree;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
292;17-24;admin.;high.school;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
293;45-54;technician;professional.course;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
294;45-54;blue-collar;basic.4y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
295;35-44;technician;professional.course;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
296;45-54;self-employed;professional.course;no;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
297;45-54;blue-collar;high.school;no;mon;between 11-20;2;0;Above -40;4.6-5.1;Above 52k;no
298;35-44;admin.;university.degree;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
299;35-44;services;high.school;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
300;35-44;unknown;unknown;unknown;mon;between 6-10;4;0;Above -40;4.6-5.1;Above 52k;no
301;35-44;services;high.school;unknown;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
302;45-54;blue-collar;high.school;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
303;55-64;retired;professional.course;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
304;35-44;unknown;unknown;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
305;35-44;admin.;high.school;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
306;35-44;admin.;basic.6y;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
307;45-54;blue-collar;unknown;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
308;55-64;housemaid;basic.4y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
309;35-44;admin.;university.degree;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
310;35-44;blue-collar;basic.4y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
311;45-54;management;university.degree;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
312;17-24;admin.;university.degree;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
313;35-44;admin.;high.school;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
314;55-64;blue-collar;professional.course;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
315;35-44;management;university.degree;unknown;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
316;17-24;admin.;basic.9y;unknown;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
317;17-24;admin.;high.school;no;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
318;55-64;retired;basic.6y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
319;35-44;blue-collar;basic.9y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
320;35-44;services;high.school;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
321;45-54;management;basic.9y;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
322;45-54;admin.;basic.6y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
323;35-44;technician;unknown;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
324;35-44;services;basic.6y;unknown;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
325;45-54;technician;professional.course;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
326;35-44;housemaid;professional.course;no;mon;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
327;17-24;admin.;university.degree;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
328;17-24;admin.;high.school;no;mon;between 6-10;3;0;Above -40;4.6-5.1;Above 52k;no
329;35-44;blue-collar;basic.9y;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
330;35-44;admin.;high.school;no;mon;between 11-20;3;0;Above -40;4.6-5.1;Above 52k;no
331;17-24;services;high.school;no;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
332;35-44;blue-collar;basic.9y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
333;35-44;management;high.school;no;mon;between 2 - 5;5;0;Above -40;4.6-5.1;Above 52k;no
334;45-54;self-employed;university.degree;no;mon;between 2 - 5;5;0;Above -40;4.6-5.1;Above 52k;no
335;45-54;services;high.school;unknown;mon;between 6-10;3;0;Above -40;4.6-5.1;Above 52k;no
336;45-54;entrepreneur;high.school;no;mon;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
337;35-44;technician;professional.course;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
338;35-44;blue-collar;high.school;no;mon;between 6-10;3;0;Above -40;4.6-5.1;Above 52k;no
339;55-64;blue-collar;basic.9y;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
340;35-44;management;university.degree;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
341;55-64;management;professional.course;unknown;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
342;17-24;services;high.school;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
343;45-54;admin.;basic.9y;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
344;55-64;unknown;unknown;unknown;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
345;55-64;blue-collar;basic.4y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
346;45-54;technician;high.school;no;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
347;45-54;services;professional.course;no;mon;between 11-20;2;0;Above -40;4.6-5.1;Above 52k;no
348;35-44;blue-collar;basic.9y;unknown;mon;between 6-10;4;0;Above -40;4.6-5.1;Above 52k;no
349;17-24;entrepreneur;university.degree;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
350;55-64;blue-collar;basic.4y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
351;45-54;blue-collar;basic.6y;unknown;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
352;55-64;technician;professional.course;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
353;35-44;management;university.degree;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
354;35-44;services;high.school;no;mon;between 6-10;3;0;Above -40;4.6-5.1;Above 52k;no
355;45-54;admin.;university.degree;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
356;35-44;unemployed;university.degree;no;mon;between 6-10;4;0;Above -40;4.6-5.1;Above 52k;no
357;35-44;blue-collar;high.school;no;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
358;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
359;17-24;services;basic.4y;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
360;55-64;entrepreneur;basic.4y;no;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
361;35-44;unemployed;high.school;unknown;tue;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
362;55-64;management;university.degree;no;tue;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
363;45-54;technician;high.school;no;tue;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
364;35-44;blue-collar;basic.4y;unknown;tue;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
365;45-54;admin.;university.degree;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
366;35-44;technician;university.degree;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
367;35-44;self-employed;high.school;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
368;55-64;admin.;basic.9y;no;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
369;45-54;blue-collar;basic.9y;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
370;55-64;management;high.school;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
371;35-44;blue-collar;basic.9y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
372;35-44;blue-collar;basic.9y;no;tue;between 0-1;1;0;Above -40;4.6-5.1;Above 52k;no
373;45-54;admin.;high.school;no;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
374;25-34;blue-collar;basic.9y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
375;35-44;services;high.school;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
376;45-54;blue-collar;unknown;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
377;35-44;technician;basic.6y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
378;35-44;admin.;university.degree;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
379;17-24;admin.;basic.9y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
380;45-54;admin.;university.degree;no;tue;between 0-1;1;0;Above -40;4.6-5.1;Above 52k;no
381;17-24;blue-collar;unknown;no;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
382;17-24;admin.;basic.9y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
383;17-24;management;university.degree;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
384;17-24;student;unknown;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
385;55-64;management;basic.4y;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
386;55-64;management;basic.4y;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
387;35-44;self-employed;university.degree;no;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
388;45-54;housemaid;basic.6y;unknown;tue;between 6-10;4;0;Above -40;4.6-5.1;Above 52k;no
389;17-24;unknown;unknown;unknown;tue;between 21-40;1;0;Above -40;4.6-5.1;Above 52k;yes
390;35-44;services;high.school;no;tue;between 11-20;1;0;Above -40;4.6-5.1;Above 52k;yes
391;55-64;retired;university.degree;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
392;45-54;management;high.school;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
393;35-44;admin.;university.degree;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
394;35-44;admin.;high.school;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
395;45-54;admin.;basic.9y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
396;35-44;technician;professional.course;no;tue;between 11-20;2;0;Above -40;4.6-5.1;Above 52k;no
397;55-64;services;high.school;unknown;tue;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
398;17-24;blue-collar;basic.4y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
399;35-44;self-employed;university.degree;no;tue;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
400;35-44;blue-collar;basic.9y;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
401;45-54;services;high.school;no;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
402;45-54;services;high.school;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
403;17-24;blue-collar;high.school;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
404;35-44;unemployed;university.degree;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
405;35-44;blue-collar;basic.4y;unknown;tue;between 0-1;1;0;Above -40;4.6-5.1;Above 52k;no
406;35-44;entrepreneur;university.degree;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
407;45-54;services;basic.6y;no;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
408;35-44;admin.;high.school;no;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
409;35-44;services;high.school;no;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
410;35-44;blue-collar;basic.9y;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
411;35-44;admin.;high.school;no;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
412;55-64;technician;basic.4y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
413;17-24;blue-collar;basic.9y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
414;55-64;retired;basic.4y;no;tue;between 11-20;1;0;Above -40;4.6-5.1;Above 52k;no
415;45-54;entrepreneur;basic.4y;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
416;45-54;blue-collar;basic.4y;unknown;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
417;35-44;self-employed;basic.9y;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
418;45-54;admin.;high.school;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
419;17-24;services;high.school;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
420;17-24;technician;university.degree;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
421;55-64;blue-collar;basic.4y;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
422;35-44;entrepreneur;basic.4y;no;tue;between 11-20;1;0;Above -40;4.6-5.1;Above 52k;no
423;45-54;blue-collar;basic.4y;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
424;35-44;management;university.degree;unknown;tue;between 6-10;3;0;Above -40;4.6-5.1;Above 52k;no
425;35-44;blue-collar;basic.4y;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
426;45-54;blue-collar;basic.9y;no;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
427;55-64;management;basic.6y;no;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
428;35-44;technician;professional.course;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
429;45-54;unknown;unknown;unknown;tue;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
430;17-24;services;high.school;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
431;35-44;self-employed;university.degree;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
432;35-44;self-employed;basic.9y;unknown;tue;between 11-20;1;0;Above -40;4.6-5.1;Above 52k;no
433;17-24;self-employed;university.degree;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
434;17-24;services;professional.course;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
435;45-54;services;unknown;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
436;35-44;technician;professional.course;no;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
437;45-54;housemaid;basic.9y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
438;35-44;blue-collar;professional.course;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
439;45-54;admin.;university.degree;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
440;45-54;management;unknown;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
441;35-44;technician;professional.course;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
442;17-24;housemaid;university.degree;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
443;17-24;blue-collar;basic.9y;unknown;tue;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
444;45-54;management;university.degree;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
445;17-24;admin.;basic.9y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
446;45-54;blue-collar;unknown;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
447;35-44;technician;professional.course;no;tue;between 21-40;1;0;Above -40;4.6-5.1;Above 52k;yes
448;55-64;technician;basic.4y;unknown;tue;between 0-1;1;0;Above -40;4.6-5.1;Above 52k;no
449;55-64;technician;basic.4y;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
450;35-44;blue-collar;basic.4y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
451;55-64;technician;basic.4y;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
452;17-24;student;basic.9y;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
453;55-64;management;university.degree;no;tue;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
454;45-54;admin.;university.degree;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
455;45-54;technician;professional.course;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
456;35-44;admin.;high.school;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
457;45-54;management;professional.course;unknown;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
458;45-54;unemployed;basic.4y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
459;45-54;housemaid;basic.4y;no;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
460;35-44;blue-collar;basic.6y;no;tue;between 0-1;1;0;Above -40;4.6-5.1;Above 52k;no
461;35-44;admin.;basic.9y;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
462;35-44;technician;high.school;no;tue;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
463;45-54;self-employed;university.degree;no;tue;between 11-20;1;0;Above -40;4.6-5.1;Above 52k;no
464;17-24;blue-collar;basic.9y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
465;17-24;services;high.school;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
466;35-44;admin.;high.school;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
467;35-44;management;basic.6y;unknown;tue;between 0-1;1;0;Above -40;4.6-5.1;Above 52k;no
468;55-64;management;professional.course;unknown;tue;between 11-20;3;0;Above -40;4.6-5.1;Above 52k;no
469;45-54;admin.;basic.4y;no;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
470;35-44;management;university.degree;no;tue;between 21-40;1;0;Above -40;4.6-5.1;Above 52k;yes
471;35-44;technician;professional.course;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
472;35-44;management;professional.course;no;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
473;17-24;admin.;high.school;no;tue;between 0-1;1;0;Above -40;4.6-5.1;Above 52k;no
474;17-24;admin.;university.degree;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
475;55-64;blue-collar;basic.4y;no;tue;between 0-1;2;0;Above -40;4.6-5.1;Above 52k;no
476;35-44;blue-collar;basic.9y;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
477;55-64;unknown;unknown;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
478;35-44;blue-collar;basic.4y;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
479;55-64;retired;university.degree;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
480;35-44;management;unknown;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
481;35-44;technician;high.school;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
482;35-44;services;high.school;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
483;35-44;retired;basic.4y;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
484;45-54;unknown;unknown;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
485;45-54;management;basic.6y;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
486;35-44;admin.;university.degree;no;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
487;17-24;admin.;university.degree;unknown;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
488;35-44;technician;professional.course;no;tue;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
489;45-54;housemaid;professional.course;unknown;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
490;55-64;technician;unknown;no;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
491;17-24;technician;university.degree;no;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
492;35-44;unemployed;basic.9y;unknown;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
493;35-44;services;basic.9y;no;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
494;35-44;blue-collar;basic.9y;unknown;tue;between 0-1;1;0;Above -40;4.6-5.1;Above 52k;no
495;17-24;admin.;university.degree;unknown;tue;between 0-1;1;0;Above -40;4.6-5.1;Above 52k;no
496;17-24;services;high.school;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
497;35-44;technician;professional.course;no;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
498;35-44;admin.;university.degree;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
499;45-54;admin.;professional.course;no;tue;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
500;45-54;admin.;basic.6y;unknown;tue;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
